evidence_tier	source_name	bigg_metabolite	target_name	formula	inchikey	proxy_for	n_rows_this_decision
name_table	Thiamin	thm	Thiamin	C12H17N4OS	MYVIATVLJGTBFV-UHFFFAOYSA-M		8069
name_table	Calcium, Ca	ca2	Calcium	Ca	BHPQYMZQTOCNFJ-UHFFFAOYSA-N		7243
name_table	Potassium, K	k	Potassium	K	NPYPAHLBTDXSSS-UHFFFAOYSA-N		7243
name_table	Sodium, Na	na1	Sodium	Na	FKNQFGJONOIPTF-UHFFFAOYSA-N		7219
name_table	Zinc, Zn	zn2	Zinc	Zn	PTFCDOFLOPIGGS-UHFFFAOYSA-N		7192
name_table	Magnesium, Mg	mg2	Magnesium	Mg	JLVVSXFLKOJNIY-UHFFFAOYSA-N		7191
name_table	Niacin	nac	Nicotinate	C6H4NO2	PVNIIMVLHYAWGP-UHFFFAOYSA-M		7119
name_table	Copper, Cu	cu2	Copper	Cu	JPVYNHNXODAKFH-UHFFFAOYSA-N		7048
name_table	Riboflavin	ribflv	Riboflavin C17H20N4O6	C17H19N4O6	AUNGANRZJHBGPY-SCRDCRAPSA-M		7048
name_table	SFA 16:0	hdca	Hexadecanoate (n-C16:0)	C16H31O2	IPCSVZSSVZVIGE-UHFFFAOYSA-M		6701
name_table	SFA 18:0	ocdca	Octadecanoate (n-C18:0)	C18H35O2	QIQXTHQIDYTFRH-UHFFFAOYSA-M		6573
name_table	Manganese, Mn	mn2	Manganese	Mn	WAEMQWOKJMHJLA-UHFFFAOYSA-N		6354
name_table	Pantothenic acid	pnto__R	(R)-Pantothenate	C9H16NO5	GHOKWGTUZJEAQD-ZETCQYMHSA-M		6135
name_table	SFA 14:0	ttdca	Tetradecanoate (n-C14:0)	C14H27O2	TUNFSRHWOTWDNC-UHFFFAOYSA-M		5704
name_table	Lysine	lys__L	L-Lysine	C6H15N2O2	KDXKERNSBIXSRK-YFKPBYRVSA-O		5018
name_table	Methionine	met__L	L-Methionine	C5H11NO2S	FFEARJCKVFRZRR-BYPYZUCNSA-N		5013
name_table	Isoleucine	ile__L	L-Isoleucine	C6H13NO2	AGPKZVBTJJNPAG-WHFBIAKZSA-N		5005
name_table	Leucine	leu__L	L-Leucine	C6H13NO2	ROHFNLRQFUQHCH-YFKPBYRVSA-N		5005
name_table	Valine	val__L	L-Valine	C5H11NO2	KZSNJWFQEVHDMF-BYPYZUCNSA-N		5004
name_table	Threonine	thr__L	L-Threonine	C4H9NO3	AYFVYJQAPQTCCC-GBXIJSLDSA-N		5001
name_table	MnSO4 x H2O	so4	Sulfate	O4S	QAOWNCQODCNURD-UHFFFAOYSA-L		1
name_table	NiCl2 . 6 H2O	ni2	Nickel	Ni	VEQPNABPJHWNSG-UHFFFAOYSA-N		1
name_table	manganese chloride tetrahydrate	mn2	Manganese	Mn	WAEMQWOKJMHJLA-UHFFFAOYSA-N		21
name_table	NaNO3 (sodium nitrate)	na1	Sodium	Na	FKNQFGJONOIPTF-UHFFFAOYSA-N		7
name_table	Na2MoO4 ∙ 2H2O	mobd	Molybdate	MoO4	MEFBJEMVZONFCJ-UHFFFAOYSA-N		1
name_table	NiCl2.6H2O	ni2	Nickel	Ni	VEQPNABPJHWNSG-UHFFFAOYSA-N		9
name_table	Na2MoO4*2H2O (sodium molybdate dihydrate)	mobd	Molybdate	MoO4	MEFBJEMVZONFCJ-UHFFFAOYSA-N		1
name_table	zinc sulfate	zn2	Zinc	Zn	PTFCDOFLOPIGGS-UHFFFAOYSA-N		11
name_table	calcium chloride dihydrate	ca2	Calcium	Ca	BHPQYMZQTOCNFJ-UHFFFAOYSA-N		22
name_table	Na2MoO4·2H2O (sodium molybdate dihydrate)	mobd	Molybdate	MoO4	MEFBJEMVZONFCJ-UHFFFAOYSA-N		2
name_table	sodium carbonate	hco3	Bicarbonate	CHO3	BVKZGUZCCUSVTD-UHFFFAOYSA-M		3
name_table	Cobalt nitrate	no3	Nitrate	NO3	NHNBFGGVMKEFGY-UHFFFAOYSA-N		8
name_table	Na2SeO3 x 5 H2O	slnt	Selenite	O3Se	MCAHWIHFGHIESP-UHFFFAOYSA-L		1
name_table	Acetate	ac	Acetate	C2H3O2	QTBSBXVTEAMEQO-UHFFFAOYSA-M		347
name_table	sodium thiosulfate	na1	Sodium	Na	FKNQFGJONOIPTF-UHFFFAOYSA-N		1
name_table	Na2WO4·2H2O (Wolin mineral)	tungs	Tungstate	O4W	PBYZMCDFOULPGH-UHFFFAOYSA-N		1
name_table	Sodium dihydrogen phosphate	pi	Phosphate	HO4P	NBIIXXVUZAFLBC-UHFFFAOYSA-L		67
name_table	NiCl2 · 6H2O	ni2	Nickel	Ni	VEQPNABPJHWNSG-UHFFFAOYSA-N		1
name_table	sodium succinate	succ	Succinate	C4H4O4	KDYFGRWQOYBRFD-UHFFFAOYSA-L		1
name_table	Sodium sulfide (reductant)	h2s	Hydrogen sulfide	HS	RWSOTUBLDIXVET-UHFFFAOYSA-M		4
name_table	Ammonium Acetate	ac	Acetate	C2H3O2	QTBSBXVTEAMEQO-UHFFFAOYSA-M		4
name_table	ferrous sulfate	fe2	Fe2+ mitochondria	Fe	CWYNVVGOOAEACU-UHFFFAOYSA-N		10
name_table	Ammonium sulfate	nh4	Ammonium	H4N	QGZKDVFQNNGYKY-UHFFFAOYSA-O		76
name_table	Magnesium sulfate (MgSO4.7H2O)	so4	Sulfate	O4S	QAOWNCQODCNURD-UHFFFAOYSA-L		9
name_table	NaCl	na1	Sodium	Na	FKNQFGJONOIPTF-UHFFFAOYSA-N		160
derived_component	H+	h	H+	H	GPRLSGONYQIRFK-UHFFFAOYSA-N		11925
derived_component	H2O H2O	h2o	H2O H2O	H2O	XLYOFNOQVPJJNP-UHFFFAOYSA-N		11863
derived_component	CO2 CO2	co2	CO2 CO2	CO2	CURLTUGMZLYLDI-UHFFFAOYSA-N		11140
derived_component	O2 O2	o2	O2 O2	O2	MYMOFIZGZYHOMD-UHFFFAOYSA-N		10776
derived_component	Co2+	cobalt2	Co2+	Co	XLJKHNWPARRRJB-UHFFFAOYSA-N		9914
derived_component	Sulfate	so4	Sulfate	O4S	QAOWNCQODCNURD-UHFFFAOYSA-L		9130
derived_component	Iron (Fe3+)	fe3	Iron (Fe3+)	Fe	VTLYFUHAOXGGBS-UHFFFAOYSA-N		8805
derived_component	Ammonium	nh4	Ammonium	H4N	QGZKDVFQNNGYKY-UHFFFAOYSA-O		8507
derived_component	Chloride	cl	Chloride	Cl	VEXZGXHMUGYJMC-UHFFFAOYSA-M		8343
derived_component	L-Aspartate	asp__L	L-Aspartate	C4H6NO4	CKLJMWTZIZZHCS-REOHCLBHSA-M		3628
derived_component	L-Serine	ser__L	L-Serine	C3H7NO3	MTCFGRXMJLQNBG-REOHCLBHSA-N		3627
derived_component	L-Glutamate	glu__L	L-Glutamate	C5H8NO4	WHUUTDBJXJRKMK-VKHMYHEASA-M		3625
derived_component	L-Tyrosine	tyr__L	L-Tyrosine	C9H11NO3	OUYCCCASQSFEME-QMMMGPOBSA-N		3624
derived_component	L-Valine	val__L	L-Valine	C5H11NO2	KZSNJWFQEVHDMF-BYPYZUCNSA-N		3624
derived_component	L-Alanine	ala__L	L-Alanine	C3H7NO2	QNAYBMKLOCPYGJ-REOHCLBHSA-N		3623
derived_component	L-Isoleucine	ile__L	L-Isoleucine	C6H13NO2	AGPKZVBTJJNPAG-WHFBIAKZSA-N		3623
derived_component	L-Leucine	leu__L	L-Leucine	C6H13NO2	ROHFNLRQFUQHCH-YFKPBYRVSA-N		3623
derived_component	L-Threonine	thr__L	L-Threonine	C4H9NO3	AYFVYJQAPQTCCC-GBXIJSLDSA-N		3623
derived_component	L-Phenylalanine	phe__L	L-Phenylalanine	C9H11NO2	COLNVLDHVKWLRT-QMMMGPOBSA-N		3622
derived_component	L-Lysine	lys__L	L-Lysine	C6H15N2O2	KDXKERNSBIXSRK-YFKPBYRVSA-O		3620
derived_component	Biotin	btn	Biotin	C10H15N2O3S	YBJHBAHKTGYVGT-ZKWXMUAHSA-M		2488
derived_component	(R)-Pantothenate	pnto__R	(R)-Pantothenate	C9H16NO5	GHOKWGTUZJEAQD-ZETCQYMHSA-M		2583
derived_component	Cytidine	cytd	Cytidine	C9H13N3O5	UHDGCWIWMRVCDJ-XVFCMESISA-N		3479
derived_component	Glycine	gly	Glycine	C2H5NO2	DHMQDGOQFOQNFH-UHFFFAOYSA-N		3609
derived_component	Pyridoxine	pydxn	Pyridoxine	C8H11NO3	LXNHXLLTXMVWPM-UHFFFAOYSA-N		2603
derived_component	Calcium	ca2	Calcium	Ca	BHPQYMZQTOCNFJ-UHFFFAOYSA-N		2176
derived_component	MOPS C7H14NO4S	mops	MOPS C7H14NO4S				2
derived_component	Magnesium	mg2	Magnesium	Mg	JLVVSXFLKOJNIY-UHFFFAOYSA-N		1795
derived_component	L-Cysteine	cys__L	L-Cysteine	C3H7NO2S	XUJNEKJLAYXESH-REOHCLBHSA-N		3042
derived_component	L-Arginine	arg__L	L-Arginine	C6H15N4O2	ODKSFYDXXFIFQN-BYPYZUCNSA-O		3613
derived_component	Molybdate	mobd	Molybdate	MoO4	MEFBJEMVZONFCJ-UHFFFAOYSA-N		622
derived_component	D-Glucose	glc__D	D-Glucose	C6H12O6	WQZGKKKJIJFFOK-GASJEMHNSA-N		87
derived_component	Cob(I)alamin	cbl1	Cob(I)alamin	C62H87CoN13O14P	OMAOKVYASDIYQG-DSRCUDDDSA-L		2417
derived_component	Maltotriose C18H32O16	malttr	Maltotriose C18H32O16	C18H32O16	FYGDTMLNYKFZSV-PXXRMHSHSA-N		74
derived_component	Guanosine	gsn	Guanosine	C10H13N5O5	NYHBQMYGNKIUIF-UUOKFMHZSA-N		3479
derived_component	L-Asparagine	asn__L	L-Asparagine	C4H8N2O3	DCXYFEDJOCDNAF-REOHCLBHSA-N		3596
derived_component	Bicarbonate	hco3	Bicarbonate	CHO3	BVKZGUZCCUSVTD-UHFFFAOYSA-M		1
derived_component	Potassium	k	Potassium	K	NPYPAHLBTDXSSS-UHFFFAOYSA-N		1801
derived_component	O2 (aerobic)	o2	O2 O2	O2	MYMOFIZGZYHOMD-UHFFFAOYSA-N		6
derived_component	Copper	cu2	Copper	Cu	JPVYNHNXODAKFH-UHFFFAOYSA-N		2861
derived_component	Riboflavin C17H20N4O6	ribflv	Riboflavin C17H20N4O6	C17H19N4O6	AUNGANRZJHBGPY-SCRDCRAPSA-M		3599
derived_component	L-Proline	pro__L	L-Proline	C5H9NO2	ONIBWKKTOPOVIA-BYPYZUCNSA-N		3617
derived_component	Thiamin	thm	Thiamin	C12H17N4OS	MYVIATVLJGTBFV-UHFFFAOYSA-M		2525
derived_component	L-Methionine	met__L	L-Methionine	C5H11NO2S	FFEARJCKVFRZRR-BYPYZUCNSA-N		3618
derived_component	Sodium	na1	Sodium	Na	FKNQFGJONOIPTF-UHFFFAOYSA-N		1074
class_proxy	Iron, Fe	fe2	Fe2+ mitochondria	Fe	CWYNVVGOOAEACU-UHFFFAOYSA-N	fe2|fe3	7241
class_proxy	Phosphorus, P	pi	Phosphate	HO4P	NBIIXXVUZAFLBC-UHFFFAOYSA-L	pi	7192
class_proxy	Vitamin B-6	pydxn	Pyridoxine	C8H11NO3	LXNHXLLTXMVWPM-UHFFFAOYSA-N	pydxn|pydx|pydam	6982
class_proxy	MUFA 18:1 c|MUFA 18:1	ocdcea	Octadecenoate (n-C18:1)	C18H33O2	ZQPPMHVWECSIRJ-KTKRTIGZSA-M	ocdcea|ocdce9a|elaid|vacc|M00115|M00019	6703
class_proxy	Selenium, Se	slnt	Selenite	O3Se	MCAHWIHFGHIESP-UHFFFAOYSA-L	slnt	6468
class_proxy	Folate, total	fol	Folate	C19H17N7O6	OVBPIULPVIDEAO-LBPRGKRZSA-L	fol|5mthf|thf	6246
class_proxy	Vitamin E (alpha-tocopherol)	avite1	Alpha-Tocopherol	C29H50O2	GVJHHUAWPYXKBD-IEOSBIPESA-N	avite1|avite2	5206
class_proxy	MUFA 16:1	hdcea	Hexadecenoate (n-C16:1)	C16H29O2	SECPZKHBENQXJG-FPLPWBNLSA-M	hdcea	4979
class_proxy	PUFA 18:2	lnlc	Linoleic acid (all cis C18:2) n-6	C18H31O2	OYHQOLUKZRVURQ-HZJYTTRNSA-M	lnlc	4864
class_proxy	Choline, total	chol	Choline C5H14NO	C5H14NO	OEYIOHPDSNJKLS-UHFFFAOYSA-N	chol	4439
class_proxy	PUFA 18:3	lnlnca	Alpha-Linolenic acid, C18:3, n-3	C18H29O2	DTOSIQBPPRVQHS-PDBXOOCHSA-M	lnlnca|strdnc	4394
class_proxy	Vitamin B-12	adocbl	Adenosylcobalamin	C72H100CoN18O17P	ZIHHMGTYZOSFRC-QRVZQHAISA-N	adocbl|C06453|cbl2|cbl1	4320
class_proxy	MUFA 20:1	M01235	9Z-Eicosenoic Acid	C20H38O2	LQJBNNIYVWPHFW-QXMHVHEDSA-N	M01235	3819
class_proxy	PUFA 20:4|PUFA 20:4c	arachd	Arachidonic acid	C20H31O2	YZXBAPSDXZZRGB-DOFZRALJSA-M	arachd	3512
class_proxy	PUFA 18:3 n-3 c,c,c (ALA)|PUFA 18:3 c	lnlnca	Alpha-Linolenic acid, C18:3, n-3	C18H29O2	DTOSIQBPPRVQHS-PDBXOOCHSA-M	lnlnca|strdnc	1948
class_proxy	PUFA 18:2 n-6 c,c|PUFA 18:2 c	lnlc	Linoleic acid (all cis C18:2) n-6	C18H31O2	OYHQOLUKZRVURQ-HZJYTTRNSA-M	lnlc	1870
class_proxy	MUFA 14:1	ttdcea	Tetradecenoate (n-C14:1)	C14H26O2	YWWVWXASSLXJHU-AATRIKPKSA-N	ttdcea	1729
class_proxy	SFA 22:0	behen	Docosanoate (C22:0)			behen	1665
class_proxy	MUFA 17:1	hepedecacid	Heptadecenoic acid			hepedecacid	1547
class_proxy	Vitamin A, IU	retinol	All-trans-Retinol	C20H30O	FPIPGXGPPPQFEQ-OVSJKPMPSA-N	retinol|caro|acaro|bcryptox	1343
class_proxy	Vitamin D (D2 + D3), International Units	vitd3	Calciol; (+)-Vitamin D3	C27H44O	QYSXJUFSXHHAJI-YRZJJWOYSA-N	vitd3|vitd2	1150
class_proxy	Cyanocobalamin (B12)	adocbl	Adenosylcobalamin	C72H100CoN18O17P	ZIHHMGTYZOSFRC-QRVZQHAISA-N	adocbl|C06453|cbl2|cbl1	3
class_proxy	Cobalamin (vitamin B12)	adocbl	Adenosylcobalamin	C72H100CoN18O17P	ZIHHMGTYZOSFRC-QRVZQHAISA-N	adocbl|C06453|cbl2	9
class_proxy	Cyanocobalamin (vitamin B12)	adocbl	Adenosylcobalamin	C72H100CoN18O17P	ZIHHMGTYZOSFRC-QRVZQHAISA-N	adocbl|C06453|cbl2	19
class_proxy	MUFA 16:1 c	hdcea	Hexadecenoate (n-C16:1)	C16H29O2	SECPZKHBENQXJG-FPLPWBNLSA-M	hdcea	696
class_proxy	vitamin B12 solution (cyanocobalamin)	adocbl	Adenosylcobalamin	C72H100CoN18O17P	ZIHHMGTYZOSFRC-QRVZQHAISA-N	adocbl|C06453|cbl2|cbl1	1
class_proxy	Cobalamin / cyano-cobalamine (B12)	adocbl	Adenosylcobalamin	C72H100CoN18O17P	ZIHHMGTYZOSFRC-QRVZQHAISA-N	adocbl|C06453|cbl2|cbl1	1
class_proxy	MUFA 22:1	doco13ac	13Z)-13-docosenoic acid	C22H41O2	DPUOLQHDNGRHBS-KTKRTIGZSA-M	doco13ac	760
class_proxy	Cyanocobalamine (B12)	adocbl	Adenosylcobalamin	C72H100CoN18O17P	ZIHHMGTYZOSFRC-QRVZQHAISA-N	adocbl|C06453|cbl2|cbl1	1
class_proxy	Vitamin B12	adocbl	Adenosylcobalamin	C72H100CoN18O17P	ZIHHMGTYZOSFRC-QRVZQHAISA-N	adocbl|C06453|cbl2	82
class_proxy	cobalamin / vitamin B12 (vitamin solution)	adocbl	Adenosylcobalamin	C72H100CoN18O17P	ZIHHMGTYZOSFRC-QRVZQHAISA-N	adocbl|C06453|cbl2	1
class_proxy	MUFA 22:1 c	doco13ac	13Z)-13-docosenoic acid	C22H41O2	DPUOLQHDNGRHBS-KTKRTIGZSA-M	doco13ac	301
class_proxy	Cob(1)alamin (reduced vitamin B12)	cbl1	Cob(I)alamin	C62H87CoN13O14P	OMAOKVYASDIYQG-DSRCUDDDSA-L	adocbl|C06453|cbl2|cbl1	1
class_proxy	Cyanocobalamine	adocbl	Adenosylcobalamin	C72H100CoN18O17P	ZIHHMGTYZOSFRC-QRVZQHAISA-N	adocbl|C06453|cbl2|cbl1	1
class_proxy	Vitamin B12 / cobalamin (Thauer's vitamins)	adocbl	Adenosylcobalamin	C72H100CoN18O17P	ZIHHMGTYZOSFRC-QRVZQHAISA-N	adocbl|C06453|cbl2	2
class_proxy	vitamin B12	adocbl	Adenosylcobalamin	C72H100CoN18O17P	ZIHHMGTYZOSFRC-QRVZQHAISA-N	adocbl|C06453|cbl2	29
class_proxy	MUFA 20:1 c	M01235	9Z-Eicosenoic Acid	C20H38O2	LQJBNNIYVWPHFW-QXMHVHEDSA-N	M01235	24
class_proxy	cobalamin	adocbl	Adenosylcobalamin	C72H100CoN18O17P	ZIHHMGTYZOSFRC-QRVZQHAISA-N	adocbl|C06453|cbl2|cbl1	6
class_proxy	Vitamin B12 (cobalamin) (DMB vitamins)	adocbl	Adenosylcobalamin	C72H100CoN18O17P	ZIHHMGTYZOSFRC-QRVZQHAISA-N	adocbl|C06453|cbl2	1
class_proxy	Vitamin D	vitd3	Calciol; (+)-Vitamin D3	C27H44O	QYSXJUFSXHHAJI-YRZJJWOYSA-N	vitd3|vitd2	163
class_proxy	Cobalamin	adocbl	Adenosylcobalamin	C72H100CoN18O17P	ZIHHMGTYZOSFRC-QRVZQHAISA-N	adocbl|C06453|cbl2|cbl1	8
class_proxy	Cyanocobalamin (Wolfe's vitamins)	adocbl	Adenosylcobalamin	C72H100CoN18O17P	ZIHHMGTYZOSFRC-QRVZQHAISA-N	adocbl|C06453|cbl2|cbl1	1
class_proxy	cyanocobalamin	adocbl	Adenosylcobalamin	C72H100CoN18O17P	ZIHHMGTYZOSFRC-QRVZQHAISA-N	adocbl|C06453|cbl2|cbl1	11
class_proxy	Vitamin A, RAE	retinol	All-trans-Retinol	C20H30O	FPIPGXGPPPQFEQ-OVSJKPMPSA-N	retinol|caro|acaro|bcryptox	795
class_proxy	Cyanocobalamin	adocbl	Adenosylcobalamin	C72H100CoN18O17P	ZIHHMGTYZOSFRC-QRVZQHAISA-N	adocbl|C06453|cbl2|cbl1	254
fuzzy_name	Cholesterol	choles	Cholesterol				4419
fuzzy_name	Vitamin K (phylloquinone)	phllqne	Phylloquinone	C31H46O2	MBWXNTAXLNYFJB-NKFFZRIASA-N		4004
fuzzy_name	SFA 17:0	hpdca	Heptadecanoate  C170  C17H33O2	C17H33O2	KEMQGTRYUADPNZ-UHFFFAOYSA-M		2407
fuzzy_name	SFA 20:0	arach	Arachidic acid	C20H39O2	VKOBVWXKNCXXDE-UHFFFAOYSA-M		2376
fuzzy_name	Carotene, beta	caro	Beta-Carotene	C40H56	OENHQHLEOONYIE-JLTXGRSLSA-N		2303
fuzzy_name	Betaine	glyb	Glycine betaine	C5H11NO2	KWIUHFFTVRNATP-UHFFFAOYSA-N		2030
fuzzy_name	SFA 15:0	ptdca	Pentadecanoate  C150  C15H29O2	C15H29O2	WQEPLUUGTLDZJY-UHFFFAOYSA-M		1786
fuzzy_name	PUFA 20:5 n-3 (EPA)	tmndnc	Timnodonic acid C20:5, n-3	C20H29O2	JAZBEHYOTPTENJ-JLNKQSITSA-M		1714
fuzzy_name	PUFA 22:6 n-3 (DHA)	crvnc	Cervonic acid, C22:6 n-3	C22H31O2	MBMBGCFOFBJSGT-KUBAVDMBSA-M		1648
fuzzy_name	PUFA 20:2 n-6 c,c	M00008	11Z,14Z-Eicosadienoic Acid	C20H35O2	XSXIVVZCUAHUJO-HZJYTTRNSA-M		1575
fuzzy_name	SFA 24:0	lgnc	Lignoceric acid	C24H47O2	QZZGJDVWLFXDLK-UHFFFAOYSA-M		1443
fuzzy_name	Hydroxyproline	4hpro_LT	Trans 4 Hydroxy L proline C5H9NO3	C5H9NO3	PMMYEEVYMWASQN-DMTCNVIQSA-N		1257
fuzzy_name	SFA 4:0	but	Butyrate (n-C4:0)	C4H7O2	FERIUCNNQQJTOY-UHFFFAOYSA-M		1195
fuzzy_name	Biotin	btn	Biotin	C10H15N2O3S	YBJHBAHKTGYVGT-ZKWXMUAHSA-M		1089
fuzzy_name	D-Glucose	glc__D	D-Glucose	C6H12O6	WQZGKKKJIJFFOK-GASJEMHNSA-N		940
fuzzy_name	Tocotrienol, alpha	avite2	Alpha-Tocotrienol	C29H44O2	RZFHLOLGZPDCHJ-XZXLULOTSA-N		810
fuzzy_name	Cryptoxanthin, beta	bcryptox	Beta-Cryptoxanthin		DMASLKHVQRHNES-FKKUPVFPSA-N		791
fuzzy_name	Vitamin D3 (cholecalciferol)	vitd3	Calciol; (+)-Vitamin D3	C27H44O	QYSXJUFSXHHAJI-YRZJJWOYSA-N		704
fuzzy_name	Iron	fe	Iron				609
fuzzy_name	Thiamine	thm	Thiamin	C12H17N4OS	MYVIATVLJGTBFV-UHFFFAOYSA-M		603
fuzzy_name	Potassium (K2HPO4)	k	Potassium	K	NPYPAHLBTDXSSS-UHFFFAOYSA-N		1
fuzzy_name	Malic acid	mal__L	L-Malate	C4H4O5	BJEPYKJPYRNKOW-REOHCLBHSA-L		13
fuzzy_name	Glycine	gly	Glycine	C2H5NO2	DHMQDGOQFOQNFH-UHFFFAOYSA-N		459
fuzzy_name	Ammonium (NH4+, from NH4Cl)	nh4	Ammonium	H4N	QGZKDVFQNNGYKY-UHFFFAOYSA-O		8
fuzzy_name	Dodecanoylcarnitine	M01729	Dodecanoylcarnitine	C19H37NO4	FUJLYHJROOYKRA-QGZVFWFLSA-N		1
fuzzy_name	Folic acid (vitamin B9)	fol	Folate	C19H17N7O6	OVBPIULPVIDEAO-LBPRGKRZSA-L		2
fuzzy_name	Caprylic/Octanoic acid	octa	Octanoate (n-C8:0)	C8H15O2	WWZKQHOCKIZLMA-UHFFFAOYSA-M		1
fuzzy_name	Thioctic acid (lipoic acid / lipoate)	lipoate	Lipoate	C8H13O2S2	AGBQKNBQESQNJD-SSDOTTSWSA-M		1
fuzzy_name	Brassicasterol	brasstrl	Brassicasterol	C28H46O	OILXMJHPFNGGTO-ZAUYPBDWSA-N		1
fuzzy_name	Sodium (from sodium citrate + NaOH pH adjustment)	na1	Sodium	Na	FKNQFGJONOIPTF-UHFFFAOYSA-N		1
fuzzy_name	D-Glucosamine	gam	D-Glucosamine	C6H13NO5	MSWZFWKMSRAUBD-IVMDWMLBSA-O		2
fuzzy_name	D-Mannitol	mnl	D-Mannitol	C6H14O6	FBPFZTCFMRRESA-KVTDHHQDSA-N		36
fuzzy_name	Propionate	ppa	Propionate (n-C3:0)	C3H5O2	XBDQKXXYIPTUBI-UHFFFAOYSA-M		11
fuzzy_name	Nickel (ni2)	ni2	Nickel	Ni	VEQPNABPJHWNSG-UHFFFAOYSA-N		3
fuzzy_name	4-hydroxybenzoic acid	4hbz	4-Hydroxybenzoate	C7H5O3	FJKROLUGYXJWQN-UHFFFAOYSA-M		3
fuzzy_name	Thiosulfate (Na2S2O3)	tsul	Thiosulfate	HO3S2	DHCDFWKWKRSZHF-UHFFFAOYSA-M		2
fuzzy_name	Phenylalanine	phe__L	L-Phenylalanine	C9H11NO2	COLNVLDHVKWLRT-QMMMGPOBSA-N		25
fuzzy_name	Ammonium sulfate ((NH4)2SO4) -> Ammonium	nh4	Ammonium	H4N	QGZKDVFQNNGYKY-UHFFFAOYSA-O		4
fuzzy_name	Pantothenate	pnto__R	(R)-Pantothenate	C9H16NO5	GHOKWGTUZJEAQD-ZETCQYMHSA-M		5
fuzzy_name	4-Aminobenzoic acid (pABA)	4abz	4-Aminobenzoate	C7H6NO2	ALYNCZNDIQEVRV-UHFFFAOYSA-M		1
fuzzy_name	Acetic acid / acetate	ac	Acetate	C2H3O2	QTBSBXVTEAMEQO-UHFFFAOYSA-M		2
fuzzy_name	Potassium (from potassium lactate + KH2PO4)	k	Potassium	K	NPYPAHLBTDXSSS-UHFFFAOYSA-N		1
fuzzy_name	Shikimic acid	skm	Shikimate	C7H9O5	JXOHGGNKMLTUBP-HSUXUTPPSA-M		2
fuzzy_name	Thiamin (vitamin B1)	thm	Thiamin	C12H17N4OS	MYVIATVLJGTBFV-UHFFFAOYSA-M		2
fuzzy_name	Gadoleic acid (C20:1; genuine trace milk fatty acid)	M01235	9Z-Eicosenoic Acid	C20H38O2	LQJBNNIYVWPHFW-QXMHVHEDSA-N		1
exact_name	Starch	starch	Starch C12H20O10	C12H20O10*2			964
exact_name	Folate	fol	Folate	C19H17N7O6	OVBPIULPVIDEAO-LBPRGKRZSA-L		563
exact_name	L-Ascorbate	ascb__L	L-Ascorbate	C6H7O6	CIWBSHSKHKDKBQ-JLAZNSOCSA-M		485
exact_name	L-Glutamate	glu__L	L-Glutamate	C5H8NO4	WHUUTDBJXJRKMK-VKHMYHEASA-M		473
exact_name	L-Aspartate	asp__L	L-Aspartate	C4H6NO4	CKLJMWTZIZZHCS-REOHCLBHSA-M		464
exact_name	Lycopene	lycop	Lycopene		OAIJSZIZWZSQBC-GYZMGTAESA-N		423
exact_name	Starch C12H20O10	starch	Starch C12H20O10	C12H20O10*2			348
exact_name	D-Glucose	glc__D	D-Glucose	C6H12O6	WQZGKKKJIJFFOK-GASJEMHNSA-N		345
exact_name	O2	o2	O2 O2	O2	MYMOFIZGZYHOMD-UHFFFAOYSA-N		284
exact_name	Gamma-Tocopherol	gtocophe	Gamma-Tocopherol		QUEDXNHFTDJVIY-DQCZWYHMSA-N		171
exact_name	D-glucose	glc__D	D-Glucose	C6H12O6	WQZGKKKJIJFFOK-GASJEMHNSA-N		158
exact_name	Pyridoxine	pydxn	Pyridoxine	C8H11NO3	LXNHXLLTXMVWPM-UHFFFAOYSA-N		135
exact_name	Beta-Cryptoxanthin	bcryptox	Beta-Cryptoxanthin		DMASLKHVQRHNES-FKKUPVFPSA-N		117
exact_name	Quercetin C15H7O7	quc	Quercetin C15H7O7	C15H9O7	REFJWTPEDVJJIY-UHFFFAOYSA-M		114
exact_name	Alpha-Carotene	acaro	Alpha-Carotene		ANVAOWXLWRTKGA-JLTXGRSLSA-N		108
exact_name	riboflavin	ribflv	Riboflavin C17H20N4O6	C17H19N4O6	AUNGANRZJHBGPY-SCRDCRAPSA-M		105
exact_name	Sucrose C12H22O11	sucr	Sucrose C12H22O11	C12H22O11	CZMRCDWAGMRECN-UGDNZRGBSA-N		104
exact_name	Phosphate	pi	Phosphate	HO4P	NBIIXXVUZAFLBC-UHFFFAOYSA-L		99
exact_name	Biotin	btn	Biotin	C10H15N2O3S	YBJHBAHKTGYVGT-ZKWXMUAHSA-M		98
exact_name	L-arginine	arg__L	L-Arginine	C6H15N4O2	ODKSFYDXXFIFQN-BYPYZUCNSA-O		97
exact_name	L-Lysine	lys__L	L-Lysine	C6H15N2O2	KDXKERNSBIXSRK-YFKPBYRVSA-O		27
exact_name	Se-W solution: Na2WO4 (tungstate)	tungs	Tungstate	O4W	PBYZMCDFOULPGH-UHFFFAOYSA-N		1
exact_name	L-leucine	leu__L	L-Leucine	C6H13NO2	ROHFNLRQFUQHCH-YFKPBYRVSA-N		96
exact_name	Ethanol	etoh	Ethanol	C2H6O	LFQSCWFLJHTTHZ-UHFFFAOYSA-N		2
exact_name	Sulfate (SO4 2-, from MgSO4 + Na2SO4)	so4	Sulfate	O4S	QAOWNCQODCNURD-UHFFFAOYSA-L		1
